timestamp,number,gas_used,gas_limit,base_fee_per_gas
2023-06-01 00:26:59 UTC,17382399,17514789,30000000,24292261233
2023-06-01 00:27:11 UTC,17382400,15528288,30000000,24801343827
2023-06-01 00:27:23 UTC,17382401,13767937,30000000,24910529263
2023-06-01 00:27:35 UTC,17382402,22104004,30000000,24654768085
2023-06-01 00:27:47 UTC,17382403,12941020,30000000,26114331177
2023-06-01 00:27:59 UTC,17382404,15154152,30000000,25666257131
2023-06-01 00:28:11 UTC,17382405,15942611,30000000,25699228004
2023-06-01 00:28:23 UTC,17382406,9994538,30000000,25901097795
2023-06-01 00:28:35 UTC,17382407,20169554,30000000,24820706456
2023-06-01 00:28:47 UTC,17382408,9067632,30000000,25889972975
2023-06-01 00:28:59 UTC,17382409,13675651,30000000,24610065916
2023-06-01 00:29:11 UTC,17382410,15839874,30000000,24338463282
2023-06-01 00:29:23 UTC,17382411,21277262,30000000,24508806969
2023-06-01 00:29:47 UTC,17382412,24414454,30000000,25790875324
2023-06-01 00:29:59 UTC,17382413,13475952,30000000,27814267068
2023-06-01 00:30:11 UTC,17382414,29986245,30000000,27461014751
2023-06-01 00:30:23 UTC,17382415,17948741,30000000,30890493876
2023-06-01 00:30:35 UTC,17382416,15083412,30000000,31649561091
2023-06-01 00:30:47 UTC,17382417,12201462,30000000,31671560700
2023-06-01 00:30:59 UTC,17382418,12607354,30000000,30932943483
2023-06-01 00:31:11 UTC,17382419,11397120,30000000,30316180288
2023-06-01 00:31:23 UTC,17382420,12423110,30000000,29405967292
2023-06-01 00:31:35 UTC,17382421,12088898,30000000,28774501100
2023-06-01 00:31:47 UTC,17382422,17887864,30000000,28076455203
2023-06-01 00:31:59 UTC,17382423,12187636,30000000,28752130071
2023-06-01 00:32:11 UTC,17382424,18443430,30000000,28078284609
2023-06-01 00:32:23 UTC,17382425,14077150,30000000,28883998005
2023-06-01 00:32:35 UTC,17382426,10942703,30000000,28661868026
2023-06-01 00:32:47 UTC,17382427,11983862,30000000,27692787100
2023-06-01 00:32:59 UTC,17382428,12753838,30000000,26996743205
2023-06-01 00:33:11 UTC,17382429,12896542,30000000,26491417716
2023-06-01 00:33:23 UTC,17382430,13302067,30000000,26027054512
2023-06-01 00:33:35 UTC,17382431,14893459,30000000,25658786223
2023-06-01 00:33:47 UTC,17382432,17825349,30000000,25636005284
2023-06-01 00:33:59 UTC,17382433,11455211,30000000,26239594133
2023-06-01 00:34:11 UTC,17382434,18369853,30000000,25464478928
2023-06-01 00:34:23 UTC,17382435,12604377,30000000,26179575183
2023-06-01 00:34:35 UTC,17382436,16560641,30000000,25656938580
2023-06-01 00:34:47 UTC,17382437,10588154,30000000,25990615832
2023-06-01 00:34:59 UTC,17382438,16848617,30000000,25035060878
2023-06-01 00:35:11 UTC,17382439,15623170,30000000,25420729537
2023-06-01 00:35:23 UTC,17382440,11885961,30000000,25552741503
2023-06-01 00:35:35 UTC,17382441,15764492,30000000,24889639557
2023-06-01 00:35:47 UTC,17382442,13778608,30000000,25048205643
2023-06-01 00:35:59 UTC,17382443,18812170,30000000,24793258327
2023-06-01 00:36:11 UTC,17382444,12157816,30000000,25580892623
2023-06-01 00:36:23 UTC,17382445,9551208,30000000,24975012593
2023-06-01 00:36:35 UTC,17382446,28358546,30000000,23840982187
2023-06-01 00:36:47 UTC,17382447,12905032,30000000,26494989330
2023-06-01 00:36:59 UTC,17382448,9427882,30000000,26032438040
2023-06-01 00:37:11 UTC,17382449,7226543,30000000,24823639569
2023-06-01 00:37:23 UTC,17382450,21102401,30000000,23215593780
2023-06-01 00:37:35 UTC,17382451,8880285,30000000,24396184302
2023-06-01 00:37:47 UTC,17382452,9012255,30000000,23152036844
2023-06-01 00:37:59 UTC,17382453,29990183,30000000,21996799404
2023-06-01 00:38:11 UTC,17382454,16308714,30000000,24744599808
2023-06-01 00:38:23 UTC,17382455,7156616,30000000,25014463176
2023-06-01 00:38:35 UTC,17382456,15158848,30000000,23379479508
2023-06-01 00:38:47 UTC,17382457,17501854,30000000,23410427704
2023-06-01 00:38:59 UTC,17382458,17884928,30000000,23898506638
2023-06-01 00:39:11 UTC,17382459,13816517,30000000,24473052229
2023-06-01 00:39:23 UTC,17382460,10311221,30000000,24231690219
2023-06-01 00:39:35 UTC,17382461,13084925,30000000,23284881551
2023-06-01 00:39:47 UTC,17382462,16782128,30000000,22913279097
2023-06-01 00:39:59 UTC,17382463,13087749,30000000,23253565732
2023-06-01 00:40:11 UTC,17382464,23495929,30000000,22883010280
2023-06-01 00:40:23 UTC,17382465,12478450,30000000,24503113868
2023-06-01 00:40:35 UTC,17382466,12819787,30000000,23988231979
2023-06-01 00:40:47 UTC,17382467,12878180,30000000,23552403186
2023-06-01 00:40:59 UTC,17382468,12921244,30000000,23135953519
2023-06-01 00:41:11 UTC,17382469,29997682,30000000,22735170168
2023-06-01 00:41:23 UTC,17382470,16263911,30000000,25576627271
2023-06-01 00:41:35 UTC,17382471,10241392,30000000,25846015442
2023-06-01 00:41:47 UTC,17382472,11632056,30000000,24821089977
2023-06-01 00:41:59 UTC,17382473,11771130,30000000,24124456302
2023-06-01 00:42:11 UTC,17382474,14314240,30000000,23475333526
2023-06-01 00:42:23 UTC,17382475,19803171,30000000,23341179821
2023-06-01 00:42:35 UTC,17382476,15777685,30000000,24275443804
2023-06-01 00:42:47 UTC,17382477,13683808,30000000,24432765874
2023-06-01 00:42:59 UTC,17382478,18547267,30000000,24164780783
2023-06-01 00:43:11 UTC,17382479,12776777,30000000,24879105194
2023-06-01 00:43:23 UTC,17382480,14158085,30000000,24418173537
2023-06-01 00:43:35 UTC,17382481,20717853,30000000,24246856649
2023-06-01 00:43:47 UTC,17382482,14897177,30000000,25402189665
2023-06-01 00:43:59 UTC,17382483,16169847,30000000,25380423588
2023-06-01 00:44:11 UTC,17382484,12480301,30000000,25627850357
2023-06-01 00:44:23 UTC,17382485,13533634,30000000,25089729783
2023-06-01 00:44:35 UTC,17382486,19258859,30000000,24783140394
2023-06-01 00:44:47 UTC,17382487,14461206,30000000,25662706231
2023-06-01 00:44:59 UTC,17382488,13496639,30000000,25547481964
2023-06-01 00:45:11 UTC,17382489,13327467,30000000,25227422898
2023-06-01 00:45:23 UTC,17382490,16446897,30000000,24875808754
2023-06-01 00:45:35 UTC,17382491,12033425,30000000,25175748196
2023-06-01 00:45:47 UTC,17382492,14038713,30000000,24553366986
2023-06-01 00:45:59 UTC,17382493,17190065,30000000,24356676716
2023-06-01 00:46:23 UTC,17382494,21483562,30000000,24801199259
2023-06-01 00:46:35 UTC,17382495,11258081,30000000,26141200201
2023-06-01 00:46:47 UTC,17382496,13154398,30000000,25326048087
2023-06-01 00:46:59 UTC,17382497,11238467,30000000,24936533046
2023-06-01 00:47:11 UTC,17382498,14188902,30000000,24154869780
2023-06-01 00:47:23 UTC,17382499,13367226,30000000,23991603392
2023-06-01 00:47:35 UTC,17382500,12709295,30000000,23665162841
2023-06-01 00:47:47 UTC,17382501,27926201,30000000,23213413618
2023-06-01 00:47:59 UTC,17382502,13683090,30000000,25713924037
2023-06-01 00:48:11 UTC,17382503,9328480,30000000,25431733007
2023-06-01 00:48:23 UTC,17382504,12324854,30000000,24229761488
2023-06-01 00:48:35 UTC,17382505,18268507,30000000,23689610242
2023-06-01 00:48:47 UTC,17382506,14222393,30000000,24334857382
2023-06-01 00:48:59 UTC,17382507,9924108,30000000,24177166087
2023-06-01 00:49:11 UTC,17382508,23401623,30000000,23154493721
2023-06-01 00:49:23 UTC,17382509,12160839,30000000,24775621445
2023-06-01 00:49:35 UTC,17382510,12950932,30000000,24189438294
2023-06-01 00:49:47 UTC,17382511,11467396,30000000,23776389928
2023-06-01 00:49:59 UTC,17382512,27752229,30000000,23076451844
2023-06-01 00:50:23 UTC,17382513,29999965,30000000,25528753497
2023-06-01 00:50:35 UTC,17382514,29638554,30000000,28719840238
2023-06-01 00:50:47 UTC,17382515,16139718,30000000,32223314672
2023-06-01 00:50:59 UTC,17382516,11710016,30000000,32529360436
2023-06-01 00:51:11 UTC,17382517,11390295,30000000,31637518142
2023-06-01 00:51:23 UTC,17382518,13907909,30000000,30685833914
2023-06-01 00:51:35 UTC,17382519,10763987,30000000,30406569556
2023-06-01 00:51:47 UTC,17382520,9823484,30000000,29333214357
2023-06-01 00:51:59 UTC,17382521,11302746,30000000,28067848912
2023-06-01 00:52:11 UTC,17382522,11880079,30000000,27203065857
2023-06-01 00:52:23 UTC,17382523,10901412,30000000,26495804054
2023-06-01 00:52:35 UTC,17382524,16441696,30000000,25590842517
2023-06-01 00:52:59 UTC,17382525,21259694,30000000,25898294311
2023-06-01 00:53:11 UTC,17382526,11937917,30000000,27249255956
2023-06-01 00:53:23 UTC,17382527,11547813,30000000,26553926928
2023-06-01 00:53:35 UTC,17382528,16396326,30000000,25790017584
2023-06-01 00:53:47 UTC,17382529,9654859,30000000,26090111518
2023-06-01 00:53:59 UTC,17382530,20160903,30000000,24927983812
2023-06-01 00:54:11 UTC,17382531,12178312,30000000,26000074698
2023-06-01 00:54:23 UTC,17382532,13186902,30000000,25388707209
2023-06-01 00:54:35 UTC,17382533,19248396,30000000,25005105424
2023-06-01 00:54:47 UTC,17382534,12876217,30000000,25890368672
2023-06-01 00:54:59 UTC,17382535,18419376,30000000,25432155965
2023-06-01 00:55:11 UTC,17382536,13268133,30000000,26156840162
2023-06-01 00:55:23 UTC,17382537,12966647,30000000,25779338760
2023-06-01 00:55:35 UTC,17382538,10847077,30000000,25342517962
2023-06-01 00:55:47 UTC,17382539,12535028,30000000,24465471915
2023-06-01 00:55:59 UTC,17382540,13436352,30000000,23962916055
2023-06-01 00:56:11 UTC,17382541,14298227,30000000,23650669674
2023-06-01 00:56:23 UTC,17382542,12195382,30000000,23512357996
2023-06-01 00:56:35 UTC,17382543,29307250,30000000,22962831476
2023-06-01 00:56:47 UTC,17382544,11827861,30000000,25700622897
2023-06-01 00:56:59 UTC,17382545,12165871,30000000,25021239996
2023-06-01 00:57:11 UTC,17382546,13391846,30000000,24430294814
2023-06-01 00:57:23 UTC,17382547,18877526,30000000,24102897512
2023-06-01 00:57:35 UTC,17382548,16109188,30000000,24881727610
2023-06-01 00:57:47 UTC,17382549,12136349,30000000,25111715224
2023-06-01 00:57:59 UTC,17382550,14715068,30000000,24512455321
2023-06-01 00:58:11 UTC,17382551,12717743,30000000,24454252131
2023-06-01 00:58:23 UTC,17382552,17911775,30000000,23989161397
2023-06-01 00:58:35 UTC,17382553,9985487,30000000,24571253400
2023-06-01 00:58:47 UTC,17382554,23601024,30000000,23544479487
2023-06-01 00:58:59 UTC,17382555,11774935,30000000,25232034763
2023-06-01 00:59:11 UTC,17382556,13914019,30000000,24553910162
2023-06-01 00:59:23 UTC,17382557,8689704,30000000,24331701163
2023-06-01 00:59:35 UTC,17382558,18400920,30000000,23052199192
2023-06-01 00:59:47 UTC,17382559,12335842,30000000,23705521569
2023-06-01 00:59:59 UTC,17382560,16602928,30000000,23179227778
2023-06-01 01:00:11 UTC,17382561,23820966,30000000,23488849721
2023-06-01 01:00:23 UTC,17382562,13246366,30000000,25215469260
2023-06-01 01:00:35 UTC,17382563,13054119,30000000,24846980059
2023-06-01 01:00:47 UTC,17382564,11122286,30000000,24444069506
2023-06-01 01:00:59 UTC,17382565,12450947,30000000,23654176919
2023-06-01 01:01:11 UTC,17382566,23277971,30000000,23151712331
2023-06-01 01:01:23 UTC,17382567,25496087,30000000,24748789024
2023-06-01 01:01:35 UTC,17382568,22996816,30000000,26913501046
2023-06-01 01:01:47 UTC,17382569,13460430,30000000,28707020344
2023-06-01 01:01:59 UTC,17382570,11492909,30000000,28338716450
2023-06-01 01:02:11 UTC,17382571,12427515,30000000,27510495972
2023-06-01 01:02:23 UTC,17382572,10947066,30000000,26920743154
2023-06-01 01:02:35 UTC,17382573,23390800,30000000,26011509861
2023-06-01 01:02:47 UTC,17382574,8155677,30000000,27830321335
2023-06-01 01:02:59 UTC,17382575,14137311,30000000,26242990432
2023-06-01 01:03:11 UTC,17382576,11570859,30000000,26054327606
2023-06-01 01:03:23 UTC,17382577,28981858,30029295,25309794581
2023-06-01 01:03:35 UTC,17382578,10301363,30000000,28252814497
2023-06-01 01:03:47 UTC,17382579,9355668,30000000,27146566835
2023-06-01 01:03:59 UTC,17382580,14898166,30000000,25869698203
2023-06-01 01:04:11 UTC,17382581,15944137,30000000,25847744746
2023-06-01 01:04:23 UTC,17382582,13095075,30000000,26051109847
2023-06-01 01:04:35 UTC,17382583,7439823,30000000,25637564761
2023-06-01 01:04:47 UTC,17382584,16386445,30000000,24022360366
2023-06-01 01:04:59 UTC,17382585,12127381,30000000,24299907711
2023-06-01 01:05:11 UTC,17382586,17296128,30000000,23718204573
2023-06-01 01:05:23 UTC,17382587,14775403,30000000,24172038186
2023-06-01 01:05:35 UTC,17382588,10359727,30000000,24126796793
2023-06-01 01:05:47 UTC,17382589,17964084,30000000,23193839096
2023-06-01 01:05:59 UTC,17382590,16164989,30000000,23766743157
2023-06-01 01:06:11 UTC,17382591,12668333,30000000,23997476443
2023-06-01 01:06:23 UTC,17382592,12415504,30000000,23531192078
2023-06-01 01:06:35 UTC,17382593,29851112,30000000,23024389813
2023-06-01 01:06:47 UTC,17382594,16930377,30000000,25873871411
2023-06-01 01:06:59 UTC,17382595,10393373,30000000,26290090796
2023-06-01 01:07:11 UTC,17382596,24996422,30000000,25280852112
2023-06-01 01:07:23 UTC,17382597,14148865,30000000,27386835997
2023-06-01 01:07:35 UTC,17382598,21744699,30000000,27192586875
2023-06-01 01:07:47 UTC,17382599,9356137,30000000,28720968654
2023-06-01 01:07:59 UTC,17382600,11424246,30000000,27370158552
2023-06-01 01:08:11 UTC,17382601,12904602,30000000,26554583936
2023-06-01 01:08:23 UTC,17382602,12193760,30000000,26090897086
2023-06-01 01:08:35 UTC,17382603,18027774,30000000,25480752761
2023-06-01 01:08:47 UTC,17382604,13480734,30000000,26123669100
2023-06-01 01:08:59 UTC,17382605,10277189,30000000,25792929082
2023-06-01 01:09:11 UTC,17382606,18421133,30000000,24777803006
2023-06-01 01:09:23 UTC,17382607,10412843,30000000,25484204335
2023-06-01 01:09:35 UTC,17382608,12276358,30000000,24510037283
2023-06-01 01:09:47 UTC,17382609,20548628,30000000,23953732559
2023-06-01 01:09:59 UTC,17382610,18154706,30000000,25061318818
2023-06-01 01:10:11 UTC,17382611,16933141,30000000,25720161258
2023-06-01 01:10:23 UTC,17382612,14124843,30000000,26134500410
2023-06-01 01:10:35 UTC,17382613,10890426,30000000,25943902152
2023-06-01 01:10:47 UTC,17382614,14127277,30000000,25055415605
2023-06-01 01:10:59 UTC,17382615,11074847,30000000,24873195293
2023-06-01 01:11:11 UTC,17382616,17829427,30000000,24059602817
2023-06-01 01:11:23 UTC,17382617,10497063,30000000,24626893565
2023-06-01 01:11:35 UTC,17382618,12243579,30000000,23702782314
2023-06-01 01:11:47 UTC,17382619,24247420,30000000,23158325257
2023-06-01 01:11:59 UTC,17382620,15251856,30000000,24942948258
2023-06-01 01:12:11 UTC,17382621,12358662,30000000,24995298517
2023-06-01 01:12:23 UTC,17382622,14083052,30000000,24445123253
2023-06-01 01:12:35 UTC,17382623,12637678,30000000,24258332363
2023-06-01 01:12:47 UTC,17382624,12438093,30000000,23780782428
2023-06-01 01:12:59 UTC,17382625,13204290,30000000,23273081154
2023-06-01 01:13:11 UTC,17382626,29992813,30000000,22924816950
2023-06-01 01:13:23 UTC,17382627,11521783,30000000,25789046063
2023-06-01 01:13:35 UTC,17382628,11986762,30000000,25041546910
2023-06-01 01:13:47 UTC,17382629,11579861,30000000,24412745738
2023-06-01 01:14:11 UTC,17382630,29988088,30000000,23716954207
2023-06-01 01:14:23 UTC,17382631,17540888,30000000,26679219179
2023-06-01 01:14:35 UTC,17382632,14958712,30000000,27244126744
2023-06-01 01:14:47 UTC,17382633,10864146,30000000,27234752949
2023-06-01 01:14:59 UTC,17382634,12610697,30000000,26296094933
2023-06-01 01:15:11 UTC,17382635,16394481,30000000,25772517113
2023-06-01 01:15:23 UTC,17382636,21288538,30000000,26072011158
2023-06-01 01:15:35 UTC,17382637,14066061,30000000,27438301432
2023-06-01 01:15:47 UTC,17382638,9708247,30000000,27224753934
2023-06-01 01:15:59 UTC,17382639,26496371,30000000,26024198324
2023-06-01 01:16:11 UTC,17382640,16414306,30000000,28517396981
2023-06-01 01:16:23 UTC,17382641,12695326,30000000,28853499694
2023-06-01 01:16:35 UTC,17382642,9283461,30000000,28299350440
2023-06-01 01:16:47 UTC,17382643,12938469,30000000,26951230937
2023-06-01 01:16:59 UTC,17382644,14735782,30000000,26488224287
2023-06-01 01:17:11 UTC,17382645,16704964,30000000,26429902074
2023-06-01 01:17:23 UTC,17382646,16042515,30000000,26805419003
2023-06-01 01:17:35 UTC,17382647,6962342,30000000,27038294431
2023-06-01 01:17:47 UTC,17382648,7765867,30000000,25227256402
2023-06-01 01:17:59 UTC,17382649,29984217,30000000,23706445336
2023-06-01 01:18:11 UTC,17382650,18669228,30000000,26666633012
2023-06-01 01:18:23 UTC,17382651,12190460,30000000,27482015982
2023-06-01 01:18:35 UTC,17382652,17232482,30000000,26838584123
2023-06-01 01:18:47 UTC,17382653,7009874,30000000,27337889589
2023-06-01 01:18:59 UTC,17382654,18821582,30000000,25517613070
2023-06-01 01:19:11 UTC,17382655,10878707,30000000,26330260159
2023-06-01 01:19:23 UTC,17382656,11556916,30000000,25425970852
2023-06-01 01:19:35 UTC,17382657,17116807,30000000,24696439574
2023-06-01 01:19:47 UTC,17382658,13778804,30000000,25132086208
2023-06-01 01:19:59 UTC,17382659,11810098,30000000,24876326182
2023-06-01 01:20:11 UTC,17382660,22877879,30000000,24215050827
2023-06-01 01:20:23 UTC,17382661,16303379,30000000,25804744496
2023-06-01 01:20:35 UTC,17382662,15152678,30000000,26085022513
2023-06-01 01:20:47 UTC,17382663,20571495,30000000,26118210921
2023-06-01 01:20:59 UTC,17382664,14581902,30000000,27330856600
2023-06-01 01:21:11 UTC,17382665,25506570,30000000,27235631796
2023-06-01 01:21:23 UTC,17382666,16685231,30000000,29620240728
2023-06-01 01:21:35 UTC,17382667,15370733,30000000,30036215293
2023-06-01 01:21:47 UTC,17382668,17422456,30000000,30129010428
2023-06-01 01:21:59 UTC,17382669,19601917,30000000,30737228778
2023-06-01 01:22:11 UTC,17382670,11896541,30000000,31915980241
2023-06-01 01:22:23 UTC,17382671,20066534,30000000,31090564107
2023-06-01 01:22:35 UTC,17382672,10817571,30000000,32403242441
2023-06-01 01:22:47 UTC,17382673,18839400,30000000,31273873601
2023-06-01 01:22:59 UTC,17382674,19347558,30000000,32274481186
2023-06-01 01:23:11 UTC,17382675,27018691,30000000,33443774343
